Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes,genes_list,num_genes
ko00720,,,0.0,1000000000.0,112,88,K13788;K14138;K15230;K15232;K15233;K14449;K14465;K14466;K14469;K14470;K14472;K14534;K15016;K15017;K15018;K15019;K15020;K15022;K15023;K15024;K15036;K15037;K15039;K22015;K18209;K18210;K18603;K18604;K18594;K18556;K18593;K01938;K01903;K01963;K01958;K01959;K01960;K01961;K01962;K02160;K01902;K00625;K00626;K00925;K00194;K00196;K00197;K00198;K00172;K00169;K00170;K00171;K00174;K00175;K00176;K00177;K00024;K00031;K00246;K00247;K00245;K00244;K00242;K00239;K00240;K00241;K00297;K01595;K01676;K01677;K01678;K01679;K01648;K01500;K01491;K01681;K01682;K01895;K01847;K01848;K01849;K01006;K01007;K09709;K08691;K05299;K03737;K05606,K13788;K14138;K15230;K15232;K15233;K14449;K14465;K14466;K14469;K14470;K14472;K14534;K15016;K15017;K15018;K15019;K15020;K15022;K15023;K15024;K15036;K15037;K15039;K22015;K18209;K18210;K18603;K18604;K18594;K18556;K18593;K01938;K01903;K01963;K01958;K01959;K01960;K01961;K01962;K02160;K01902;K00625;K00626;K00925;K00194;K00196;K00197;K00198;K00172;K00169;K00170;K00171;K00174;K00175;K00176;K00177;K00024;K00031;K00246;K00247;K00245;K00244;K00242;K00239;K00240;K00241;K00297;K01595;K01676;K01677;K01678;K01679;K01648;K01500;K01491;K01681;K01682;K01895;K01847;K01848;K01849;K01006;K01007;K09709;K08691;K05299;K03737;K05606,"['K13788', 'K14138', 'K15230', 'K15232', 'K15233', 'K14449', 'K14465', 'K14466', 'K14469', 'K14470', 'K14472', 'K14534', 'K15016', 'K15017', 'K15018', 'K15019', 'K15020', 'K15022', 'K15023', 'K15024', 'K15036', 'K15037', 'K15039', 'K22015', 'K18209', 'K18210', 'K18603', 'K18604', 'K18594', 'K18556', 'K18593', 'K01938', 'K01903', 'K01963', 'K01958', 'K01959', 'K01960', 'K01961', 'K01962', 'K02160', 'K01902', 'K00625', 'K00626', 'K00925', 'K00194', 'K00196', 'K00197', 'K00198', 'K00172', 'K00169', 'K00170', 'K00171', 'K00174', 'K00175', 'K00176', 'K00177', 'K00024', 'K00031', 'K00246', 'K00247', 'K00245', 'K00244', 'K00242', 'K00239', 'K00240', 'K00241', 'K00297', 'K01595', 'K01676', 'K01677', 'K01678', 'K01679', 'K01648', 'K01500', 'K01491', 'K01681', 'K01682', 'K01895', 'K01847', 'K01848', 'K01849', 'K01006', 'K01007', 'K09709', 'K08691', 'K05299', 'K03737', 'K05606']",88
ko00750,,,0.0,1000000000.0,24,11,K03472;K03473;K03474;K00868;K00831;K00097;K00275;K01733;K08681;K05275;K06215,K03472;K03473;K03474;K00868;K00831;K00097;K00275;K01733;K08681;K05275;K06215,"['K03472', 'K03473', 'K03474', 'K00868', 'K00831', 'K00097', 'K00275', 'K01733', 'K08681', 'K05275', 'K06215']",11
ko00760,,,0.0,1000000000.0,97,65,K13522;K15358;K14974;K11121;K10524;K12410;K11412;K11415;K11416;K11751;K20881;K20451;K20445;K20446;K20447;K20448;K20449;K20450;K20452;K20453;K20454;K19819;K19785;K20170;K19186;K19187;K18029;K18030;K18153;K18551;K18550;K01950;K01916;K03462;K03517;K03426;K00858;K00763;K00767;K00135;K00322;K00323;K00324;K00325;K00278;K01799;K01081;K00969;K00952;K01440;K01239;K01240;K06989;K08281;K08324;K08723;K08693;K04765;K03742;K03743;K03783;K03784;K03787;K06210;K06211,K13522;K15358;K14974;K11121;K10524;K12410;K11412;K11415;K11416;K11751;K20881;K20451;K20445;K20446;K20447;K20448;K20449;K20450;K20452;K20453;K20454;K19819;K19785;K20170;K19186;K19187;K18029;K18030;K18153;K18551;K18550;K01950;K01916;K03462;K03517;K03426;K00858;K00763;K00767;K00135;K00322;K00323;K00324;K00325;K00278;K01799;K01081;K00969;K00952;K01440;K01239;K01240;K06989;K08281;K08324;K08723;K08693;K04765;K03742;K03743;K03783;K03784;K03787;K06210;K06211,"['K13522', 'K15358', 'K14974', 'K11121', 'K10524', 'K12410', 'K11412', 'K11415', 'K11416', 'K11751', 'K20881', 'K20451', 'K20445', 'K20446', 'K20447', 'K20448', 'K20449', 'K20450', 'K20452', 'K20453', 'K20454', 'K19819', 'K19785', 'K20170', 'K19186', 'K19187', 'K18029', 'K18030', 'K18153', 'K18551', 'K18550', 'K01950', 'K01916', 'K03462', 'K03517', 'K03426', 'K00858', 'K00763', 'K00767', 'K00135', 'K00322', 'K00323', 'K00324', 'K00325', 'K00278', 'K01799', 'K01081', 'K00969', 'K00952', 'K01440', 'K01239', 'K01240', 'K06989', 'K08281', 'K08324', 'K08723', 'K08693', 'K04765', 'K03742', 'K03743', 'K03783', 'K03784', 'K03787', 'K06210', 'K06211']",65
ko00780,0.999429874572406,,0.0,1000000000.0,23,19,K01935;K19563;K16593;K02372;K01942;K01947;K01906;K02169;K02170;K03524;K00647;K00652;K00833;K00208;K00059;K01012;K09458;K09789;K08351,K01935,"['K01935', 'K19563', 'K16593', 'K02372', 'K01942', 'K01947', 'K01906', 'K02169', 'K02170', 'K03524', 'K00647', 'K00652', 'K00833', 'K00208', 'K00059', 'K01012', 'K09458', 'K09789', 'K08351']",19
ko00785,,,0.0,1000000000.0,13,5,K16869;K09711;K03644;K03800;K03801,K16869;K09711;K03644;K03800;K03801,"['K16869', 'K09711', 'K03644', 'K03800', 'K03801']",5
ko00790,,,0.0,1000000000.0,82,60,K13818;K13940;K13938;K13939;K13941;K13950;K15376;K14652;K10026;K11754;K20457;K21142;K20967;K19965;K22391;K17488;K17745;K18974;K18824;K18825;K18853;K18589;K18590;K18591;K02619;K01930;K03342;K00500;K00796;K00011;K00287;K01633;K01664;K01665;K01495;K01497;K01724;K01737;K01113;K01077;K00950;K07589;K06984;K07141;K07142;K09457;K09007;K09739;K08310;K03638;K03639;K03637;K03635;K03831;K03750;K03752;K03793;K06879;K06920;K06897,K13818;K13940;K13938;K13939;K13941;K13950;K15376;K14652;K10026;K11754;K20457;K21142;K20967;K19965;K22391;K17488;K17745;K18974;K18824;K18825;K18853;K18589;K18590;K18591;K02619;K01930;K03342;K00500;K00796;K00011;K00287;K01633;K01664;K01665;K01495;K01497;K01724;K01737;K01113;K01077;K00950;K07589;K06984;K07141;K07142;K09457;K09007;K09739;K08310;K03638;K03639;K03637;K03635;K03831;K03750;K03752;K03793;K06879;K06920;K06897,"['K13818', 'K13940', 'K13938', 'K13939', 'K13941', 'K13950', 'K15376', 'K14652', 'K10026', 'K11754', 'K20457', 'K21142', 'K20967', 'K19965', 'K22391', 'K17488', 'K17745', 'K18974', 'K18824', 'K18825', 'K18853', 'K18589', 'K18590', 'K18591', 'K02619', 'K01930', 'K03342', 'K00500', 'K00796', 'K00011', 'K00287', 'K01633', 'K01664', 'K01665', 'K01495', 'K01497', 'K01724', 'K01737', 'K01113', 'K01077', 'K00950', 'K07589', 'K06984', 'K07141', 'K07142', 'K09457', 'K09007', 'K09739', 'K08310', 'K03638', 'K03639', 'K03637', 'K03635', 'K03831', 'K03750', 'K03752', 'K03793', 'K06879', 'K06920', 'K06897']",60
ko00791,,,0.0,1000000000.0,16,14,K14048;K14541;K19837;K23359;K21593;K01941;K03382;K01457;K01427;K01428;K01429;K01430;K05394;K06035,K14048;K14541;K19837;K23359;K21593;K01941;K03382;K01457;K01427;K01428;K01429;K01430;K05394;K06035,"['K14048', 'K14541', 'K19837', 'K23359', 'K21593', 'K01941', 'K03382', 'K01457', 'K01427', 'K01428', 'K01429', 'K01430', 'K05394', 'K06035']",14
ko00830,,,0.0,1000000000.0,50,6,K13953;K15734;K00121;K00001;K07249;K09516,K13953;K15734;K00121;K00001;K07249;K09516,"['K13953', 'K15734', 'K00121', 'K00001', 'K07249', 'K09516']",6
ko00900,,,0.0,1000000000.0,59,43,K13787;K13789;K14215;K13273;K15888;K15891;K10960;K12503;K12506;K11778;K21273;K21275;K19177;K02523;K03526;K03527;K00626;K00587;K00869;K00938;K00919;K00787;K00795;K00804;K00805;K00806;K00021;K00099;K00054;K01597;K01662;K01641;K01823;K01770;K00991;K06981;K08658;K05356;K05355;K06013;K05906;K05954;K05955,K13787;K13789;K14215;K13273;K15888;K15891;K10960;K12503;K12506;K11778;K21273;K21275;K19177;K02523;K03526;K03527;K00626;K00587;K00869;K00938;K00919;K00787;K00795;K00804;K00805;K00806;K00021;K00099;K00054;K01597;K01662;K01641;K01823;K01770;K00991;K06981;K08658;K05356;K05355;K06013;K05906;K05954;K05955,"['K13787', 'K13789', 'K14215', 'K13273', 'K15888', 'K15891', 'K10960', 'K12503', 'K12506', 'K11778', 'K21273', 'K21275', 'K19177', 'K02523', 'K03526', 'K03527', 'K00626', 'K00587', 'K00869', 'K00938', 'K00919', 'K00787', 'K00795', 'K00804', 'K00805', 'K00806', 'K00021', 'K00099', 'K00054', 'K01597', 'K01662', 'K01641', 'K01823', 'K01770', 'K00991', 'K06981', 'K08658', 'K05356', 'K05355', 'K06013', 'K05906', 'K05954', 'K05955']",43
ko00901,,,0.0,1000000000.0,30,2,K17746;K01593,K17746;K01593,"['K17746', 'K01593']",2
ko00902,,,0.0,1000000000.0,41,0,,,[''],1
ko00903,,,0.0,1000000000.0,12,9,K14730;K14731;K14732;K14733;K12466;K00128;K01825;K01692;K01782,K14730;K14731;K14732;K14733;K12466;K00128;K01825;K01692;K01782,"['K14730', 'K14731', 'K14732', 'K14733', 'K12466', 'K00128', 'K01825', 'K01692', 'K01782']",9
ko00904,,,0.0,1000000000.0,68,0,,,[''],1
ko00905,,,0.0,1000000000.0,11,0,,,[''],1
ko00906,,,0.0,1000000000.0,56,18,K15746;K14597;K10027;K10208;K10209;K10210;K10211;K10212;K20611;K22445;K17819;K02291;K02293;K09835;K09845;K09846;K09879;K06443,K15746;K14597;K10027;K10208;K10209;K10210;K10211;K10212;K20611;K22445;K17819;K02291;K02293;K09835;K09845;K09846;K09879;K06443,"['K15746', 'K14597', 'K10027', 'K10208', 'K10209', 'K10210', 'K10211', 'K10212', 'K20611', 'K22445', 'K17819', 'K02291', 'K02293', 'K09835', 'K09845', 'K09846', 'K09879', 'K06443']",18
ko00908,,,0.0,1000000000.0,10,2,K10760;K00791,K10760;K00791,"['K10760', 'K00791']",2
ko00909,,,0.0,1000000000.0,73,4,K15891;K00511;K00801;K06045,K15891;K00511;K00801;K06045,"['K15891', 'K00511', 'K00801', 'K06045']",4
ko00910,,,0.0,1000000000.0,65,49,K15371;K15864;K15876;K15576;K15577;K15578;K15579;K10534;K19823;K22897;K22899;K17877;K02567;K02568;K02575;K02586;K02588;K02591;K01915;K02305;K03385;K00459;K00531;K00926;K00360;K00362;K00363;K00366;K00367;K00368;K00370;K00371;K00372;K00374;K00376;K00260;K00261;K00262;K00264;K00265;K00266;K00284;K01673;K01674;K01501;K01725;K01455;K04561;K05601,K15371;K15864;K15876;K15576;K15577;K15578;K15579;K10534;K19823;K22897;K22899;K17877;K02567;K02568;K02575;K02586;K02588;K02591;K01915;K02305;K03385;K00459;K00531;K00926;K00360;K00362;K00363;K00366;K00367;K00368;K00370;K00371;K00372;K00374;K00376;K00260;K00261;K00262;K00264;K00265;K00266;K00284;K01673;K01674;K01501;K01725;K01455;K04561;K05601,"['K15371', 'K15864', 'K15876', 'K15576', 'K15577', 'K15578', 'K15579', 'K10534', 'K19823', 'K22897', 'K22899', 'K17877', 'K02567', 'K02568', 'K02575', 'K02586', 'K02588', 'K02591', 'K01915', 'K02305', 'K03385', 'K00459', 'K00531', 'K00926', 'K00360', 'K00362', 'K00363', 'K00366', 'K00367', 'K00368', 'K00370', 'K00371', 'K00372', 'K00374', 'K00376', 'K00260', 'K00261', 'K00262', 'K00264', 'K00265', 'K00266', 'K00284', 'K01673', 'K01674', 'K01501', 'K01725', 'K01455', 'K04561', 'K05601']",49
ko00930,,,0.0,1000000000.0,22,15,K14731;K14519;K19961;K17754;K18199;K03379;K00496;K00022;K00002;K01825;K01692;K01782;K01053;K07511;K06446,K14731;K14519;K19961;K17754;K18199;K03379;K00496;K00022;K00002;K01825;K01692;K01782;K01053;K07511;K06446,"['K14731', 'K14519', 'K19961', 'K17754', 'K18199', 'K03379', 'K00496', 'K00022', 'K00002', 'K01825', 'K01692', 'K01782', 'K01053', 'K07511', 'K06446']",15
ko00940,,,0.0,1000000000.0,38,7,K20039;K03186;K00588;K01188;K05349;K05350;K03782,K20039;K03186;K00588;K01188;K05349;K05350;K03782,"['K20039', 'K03186', 'K00588', 'K01188', 'K05349', 'K05350', 'K03782']",7
ko00941,,,0.0,1000000000.0,27,1,K00588,K00588,['K00588'],1
ko00942,,,0.0,1000000000.0,16,0,,,[''],1
ko00943,,,0.0,1000000000.0,18,0,,,[''],1
ko00944,,,0.0,1000000000.0,15,1,K01195,K01195,['K01195'],1
ko00945,,,0.0,1000000000.0,12,1,K00588,K00588,['K00588'],1
ko00950,,,0.0,1000000000.0,62,11,K14454;K14455;K11358;K00505;K00832;K00838;K00813;K00812;K00274;K00276;K01593,K14454;K14455;K11358;K00505;K00832;K00838;K00813;K00812;K00274;K00276;K01593,"['K14454', 'K14455', 'K11358', 'K00505', 'K00832', 'K00838', 'K00813', 'K00812', 'K00274', 'K00276', 'K01593']",11
ko00960,,,0.0,1000000000.0,26,16,K13607;K13609;K14454;K14455;K11358;K19064;K00817;K00832;K00838;K00813;K00812;K00808;K00276;K01582;K08081;K05821,K13607;K13609;K14454;K14455;K11358;K19064;K00817;K00832;K00838;K00813;K00812;K00808;K00276;K01582;K08081;K05821,"['K13607', 'K13609', 'K14454', 'K14455', 'K11358', 'K19064', 'K00817', 'K00832', 'K00838', 'K00813', 'K00812', 'K00808', 'K00276', 'K01582', 'K08081', 'K05821']",16
ko00965,,,0.0,1000000000.0,7,3,K15777;K00505;K01593,K15777;K00505;K01593,"['K15777', 'K00505', 'K01593']",3
ko00966,,,0.0,1000000000.0,21,2,K00826;K01703,K00826;K01703,"['K00826', 'K01703']",2
ko00970,,,0.0,1000000000.0,66,38,K14164;K22503;K02433;K02434;K02435;K03330;K00604;K01876;K01878;K01879;K01880;K01881;K01883;K01884;K01885;K01886;K01887;K01889;K01890;K01892;K01893;K01875;K01874;K01873;K01872;K01866;K01867;K01868;K01869;K01870;K01042;K07587;K09482;K09698;K09759;K04566;K04567;K03865,K14164;K22503;K02433;K02434;K02435;K03330;K00604;K01876;K01878;K01879;K01880;K01881;K01883;K01884;K01885;K01886;K01887;K01889;K01890;K01892;K01893;K01875;K01874;K01873;K01872;K01866;K01867;K01868;K01869;K01870;K01042;K07587;K09482;K09698;K09759;K04566;K04567;K03865,"['K14164', 'K22503', 'K02433', 'K02434', 'K02435', 'K03330', 'K00604', 'K01876', 'K01878', 'K01879', 'K01880', 'K01881', 'K01883', 'K01884', 'K01885', 'K01886', 'K01887', 'K01889', 'K01890', 'K01892', 'K01893', 'K01875', 'K01874', 'K01873', 'K01872', 'K01866', 'K01867', 'K01868', 'K01869', 'K01870', 'K01042', 'K07587', 'K09482', 'K09698', 'K09759', 'K04566', 'K04567', 'K03865']",38
ko00980,,,0.0,1000000000.0,34,7,K13953;K15303;K00799;K00129;K00121;K00001;K01253,K13953;K15303;K00799;K00129;K00121;K00001;K01253,"['K13953', 'K15303', 'K00799', 'K00129', 'K00121', 'K00001', 'K01253']",7
ko00981,,,0.0,1000000000.0,18,1,K00128,K00128,['K00128'],1
ko00982,,,0.0,1000000000.0,25,6,K13953;K00799;K00129;K00121;K00001;K00274,K13953;K00799;K00129;K00121;K00001;K00274,"['K13953', 'K00799', 'K00129', 'K00121', 'K00001', 'K00274']",6
ko00983,,,0.0,1000000000.0,32,24,K13800;K13421;K10807;K10808;K01951;K00569;K00876;K00857;K00940;K00758;K00760;K00757;K00799;K00106;K00088;K01519;K01489;K01520;K01044;K01464;K01431;K01195;K03927;K03782,K13800;K13421;K10807;K10808;K01951;K00569;K00876;K00857;K00940;K00758;K00760;K00757;K00799;K00106;K00088;K01519;K01489;K01520;K01044;K01464;K01431;K01195;K03927;K03782,"['K13800', 'K13421', 'K10807', 'K10808', 'K01951', 'K00569', 'K00876', 'K00857', 'K00940', 'K00758', 'K00760', 'K00757', 'K00799', 'K00106', 'K00088', 'K01519', 'K01489', 'K01520', 'K01044', 'K01464', 'K01431', 'K01195', 'K03927', 'K03782']",24
ko00984,,,0.0,1000000000.0,15,13,K15981;K15982;K15983;K16046;K16047;K16048;K16050;K16051;K18687;K03333;K01822;K05296;K05898,K15981;K15982;K15983;K16046;K16047;K16048;K16050;K16051;K18687;K03333;K01822;K05296;K05898,"['K15981', 'K15982', 'K15983', 'K16046', 'K16047', 'K16048', 'K16050', 'K16051', 'K18687', 'K03333', 'K01822', 'K05296', 'K05898']",13
ko00997,,,0.0,1000000000.0,33,8,K21721;K21949;K21898;K17835;K03894;K03895;K03896;K03897,K21721;K21949;K21898;K17835;K03894;K03895;K03896;K03897,"['K21721', 'K21949', 'K21898', 'K17835', 'K03894', 'K03895', 'K03896', 'K03897']",8
ko00998,,,0.0,1000000000.0,55,13,K13037;K19546;K19547;K19548;K19549;K19550;K18652;K18653;K18654;K18383;K02078;K01841;K09459,K13037;K19546;K19547;K19548;K19549;K19550;K18652;K18653;K18654;K18383;K02078;K01841;K09459,"['K13037', 'K19546', 'K19547', 'K19548', 'K19549', 'K19550', 'K18652', 'K18653', 'K18654', 'K18383', 'K02078', 'K01841', 'K09459']",13
ko00999,,,0.0,1000000000.0,26,0,,,[''],1
ko01040,,,0.0,1000000000.0,32,15,K10804;K10805;K10806;K10703;K10258;K10251;K10246;K10245;K22769;K22770;K00507;K00232;K01068;K07513;K03921,K10804;K10805;K10806;K10703;K10258;K10251;K10246;K10245;K22769;K22770;K00507;K00232;K01068;K07513;K03921,"['K10804', 'K10805', 'K10806', 'K10703', 'K10258', 'K10251', 'K10246', 'K10245', 'K22769', 'K22770', 'K00507', 'K00232', 'K01068', 'K07513', 'K03921']",15
ko01051,,,0.0,1000000000.0,32,5,K15670;K16016;K16020;K16027;K00615,K15670;K16016;K16020;K16027;K00615,"['K15670', 'K16016', 'K16020', 'K16027', 'K00615']",5
ko01052,,,0.0,1000000000.0,127,37,K14373;K15670;K15641;K15642;K15643;K10817;K20787;K16001;K16027;K16411;K16372;K16383;K16384;K16385;K16386;K16391;K16395;K16396;K16397;K16398;K16399;K16401;K16402;K16412;K16413;K16416;K16417;K16418;K16419;K16420;K16450;K19208;K19207;K19206;K19203;K19204;K19205,K14373;K15670;K15641;K15642;K15643;K10817;K20787;K16001;K16027;K16411;K16372;K16383;K16384;K16385;K16386;K16391;K16395;K16396;K16397;K16398;K16399;K16401;K16402;K16412;K16413;K16416;K16417;K16418;K16419;K16420;K16450;K19208;K19207;K19206;K19203;K19204;K19205,"['K14373', 'K15670', 'K15641', 'K15642', 'K15643', 'K10817', 'K20787', 'K16001', 'K16027', 'K16411', 'K16372', 'K16383', 'K16384', 'K16385', 'K16386', 'K16391', 'K16395', 'K16396', 'K16397', 'K16398', 'K16399', 'K16401', 'K16402', 'K16412', 'K16413', 'K16416', 'K16417', 'K16418', 'K16419', 'K16420', 'K16450', 'K19208', 'K19207', 'K19206', 'K19203', 'K19204', 'K19205']",37
ko01053,,,0.0,1000000000.0,37,31,K15681;K15652;K15653;K12238;K12240;K12241;K12239;K12237;K02364;K02361;K02362;K02363;K02552;K00216;K01851;K01252;K09483;K04789;K04790;K04791;K04792;K04793;K04787;K04788;K04786;K04785;K04780;K04781;K04782;K04783;K04784,K15681;K15652;K15653;K12238;K12240;K12241;K12239;K12237;K02364;K02361;K02362;K02363;K02552;K00216;K01851;K01252;K09483;K04789;K04790;K04791;K04792;K04793;K04787;K04788;K04786;K04785;K04780;K04781;K04782;K04783;K04784,"['K15681', 'K15652', 'K15653', 'K12238', 'K12240', 'K12241', 'K12239', 'K12237', 'K02364', 'K02361', 'K02362', 'K02363', 'K02552', 'K00216', 'K01851', 'K01252', 'K09483', 'K04789', 'K04790', 'K04791', 'K04792', 'K04793', 'K04787', 'K04788', 'K04786', 'K04785', 'K04780', 'K04781', 'K04782', 'K04783', 'K04784']",31
ko01054,,,0.0,1000000000.0,54,35,K15665;K15666;K15667;K15668;K15663;K15664;K15662;K15661;K15654;K15655;K15656;K16129;K16130;K16131;K16132;K16133;K16128;K16126;K16125;K16124;K16093;K16094;K16095;K16096;K16097;K16098;K16099;K16110;K16118;K16119;K16120;K16121;K16122;K16123;K01779,K15665;K15666;K15667;K15668;K15663;K15664;K15662;K15661;K15654;K15655;K15656;K16129;K16130;K16131;K16132;K16133;K16128;K16126;K16125;K16124;K16093;K16094;K16095;K16096;K16097;K16098;K16099;K16110;K16118;K16119;K16120;K16121;K16122;K16123;K01779,"['K15665', 'K15666', 'K15667', 'K15668', 'K15663', 'K15664', 'K15662', 'K15661', 'K15654', 'K15655', 'K15656', 'K16129', 'K16130', 'K16131', 'K16132', 'K16133', 'K16128', 'K16126', 'K16125', 'K16124', 'K16093', 'K16094', 'K16095', 'K16096', 'K16097', 'K16098', 'K16099', 'K16110', 'K16118', 'K16119', 'K16120', 'K16121', 'K16122', 'K16123', 'K01779']",35
ko01055,,,0.0,1000000000.0,29,11,K16426;K16422;K16423;K16428;K16429;K16432;K16435;K16436;K16438;K16444;K01710,K16426;K16422;K16423;K16428;K16429;K16432;K16435;K16436;K16438;K16444;K01710,"['K16426', 'K16422', 'K16423', 'K16428', 'K16429', 'K16432', 'K16435', 'K16436', 'K16438', 'K16444', 'K01710']",11
ko01056,,,0.0,1000000000.0,9,3,K12420;K05551;K05552,K12420;K05551;K05552,"['K12420', 'K05551', 'K05552']",3
ko01057,,,0.0,1000000000.0,72,8,K14250;K14252;K14257;K14633;K15971;K15930;K05555;K05556,K14250;K14252;K14257;K14633;K15971;K15930;K05555;K05556,"['K14250', 'K14252', 'K14257', 'K14633', 'K15971', 'K15930', 'K05555', 'K05556']",8
ko01058,,,0.0,1000000000.0,2,0,,,[''],1
ko01059,,,0.0,1000000000.0,73,10,K15320;K15314;K20423;K21171;K21190;K21210;K21211;K21221;K21169;K20159,K15320;K15314;K20423;K21171;K21190;K21210;K21211;K21221;K21169;K20159,"['K15320', 'K15314', 'K20423', 'K21171', 'K21190', 'K21210', 'K21211', 'K21221', 'K21169', 'K20159']",10
